"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2015","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","2,116,936",""
"2015","Luxembourg","Passenger","Passengers on board","Total","Total transport","2,651,751",""
"2015","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","1,318,607",""
"2015","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","1,333,144",""
"2015","Luxembourg","Passenger","Passengers carried","Total","Total transport","2,651,751",""
"2015","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","1,318,607",""
"2015","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","1,333,144",""
"2015","Hungary","Passenger","Passengers on board","Total","Total transport","10,228,352",""
"2015","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","5,068,931",""
"2015","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","5,159,421",""
"2015","Hungary","Passenger","Passengers carried","Total","Total transport","10,228,352",""
"2015","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","5,068,931",""
"2015","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","5,159,421",""
"2015","Malta","Passenger","Passengers on board","Total","Total transport","4,618,901",""
"2015","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","2,310,409",""
"2015","Malta","Passenger","Passengers on board (departures)","Total","Total transport","2,308,751",""
"2015","Malta","Passenger","Passengers carried","Total","Total transport","4,619,557",""
"2015","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","2,310,745",""
"2015","Malta","Passenger","Passengers carried (departures)","Total","Total transport","2,309,071",""
"2015","Netherlands","Passenger","Passengers on board","Total","Total transport","64,916,147",""
"2015","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","32,416,397",""
"2015","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","32,507,117",""
"2015","Netherlands","Passenger","Passengers carried","Total","Total transport","64,570,938",""
"2015","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","32,208,717",""
"2015","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","32,362,493",""
"2015","Austria","Passenger","Passengers on board","Total","Total transport","26,981,962",""
"2015","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","13,714,572",""
"2015","Austria","Passenger","Passengers on board (departures)","Total","Total transport","13,829,028",""
"2015","Austria","Passenger","Passengers carried","Total","Total transport","26,754,007",""
"2015","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","13,582,261",""
"2015","Austria","Passenger","Passengers carried (departures)","Total","Total transport","13,696,857",""
"2015","Poland","Passenger","Passengers on board","Total","Total transport","28,974,650",""
"2015","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","15,267,681",""
"2015","Poland","Passenger","Passengers on board (departures)","Total","Total transport","15,279,249",""
"2015","Poland","Passenger","Passengers carried","Total","Total transport","28,907,439",""
"2015","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","15,232,523",""
"2015","Poland","Passenger","Passengers carried (departures)","Total","Total transport","15,236,943",""
"2015","Portugal","Passenger","Passengers on board","Total","Total transport","35,649,549",""
"2015","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","19,614,067",""
"2015","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","19,296,333",""
"2015","Portugal","Passenger","Passengers carried","Total","Total transport","36,005,814",""
"2015","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","19,925,316",""
"2015","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","19,582,715",""
"2015","Romania","Passenger","Passengers on board","Total","Total transport","12,660,039",""
"2015","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","6,511,023",""
"2015","Romania","Passenger","Passengers on board (departures)","Total","Total transport","6,609,995",""
"2015","Romania","Passenger","Passengers carried","Total","Total transport","12,580,711",""
"2015","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","6,471,169",""
"2015","Romania","Passenger","Passengers carried (departures)","Total","Total transport","6,568,910",""
"2015","Slovenia","Passenger","Passengers on board","Total","Total transport","1,440,605",""
"2015","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","720,913",""
"2015","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","719,692",""
"2015","Slovenia","Passenger","Passengers carried","Total","Total transport","1,436,003",""
"2015","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","716,311",""
"2015","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","719,692",""
"2015","Slovakia","Passenger","Passengers on board","Total","Total transport","1,975,055",""
"2015","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","996,570",""
"2015","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","1,000,322",""
"2015","Slovakia","Passenger","Passengers carried","Total","Total transport","1,943,656",""
"2015","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","983,051",""
"2015","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","980,938",""
"2015","Finland","Passenger","Passengers on board","Total","Total transport","17,475,353",""
"2015","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","10,029,554",""
"2015","Finland","Passenger","Passengers on board (departures)","Total","Total transport","10,047,980",""
"2015","Finland","Passenger","Passengers carried","Total","Total transport","17,479,246",""
"2015","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","10,029,554",""
"2015","Finland","Passenger","Passengers carried (departures)","Total","Total transport","10,047,980",""
"2015","Sweden","Passenger","Passengers on board","Total","Total transport","34,177,544",""
"2015","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","20,616,840",""
"2015","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","20,631,195",""
"2015","Sweden","Passenger","Passengers carried","Total","Total transport","34,011,263",""
"2015","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","20,494,123",""
"2015","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","20,505,248",""
"2015","United Kingdom","Passenger","Passengers on board","Total","Total transport","232,524,177",""
"2015","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","126,251,933",""
"2015","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","125,422,685",""
"2015","United Kingdom","Passenger","Passengers carried","Total","Total transport","232,270,437",""
"2015","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","126,078,035",""
"2015","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","125,249,123",""
"2015","Iceland","Passenger","Passengers on board","Total","Total transport","4,855,832",""
"2015","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","2,426,997",""
"2015","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","2,428,835",""
"2015","Iceland","Passenger","Passengers carried","Total","Total transport","4,847,288",""
"2015","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","2,422,725",""
"2015","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","2,424,563",""
"2015","Norway","Passenger","Passengers on board","Total","Total transport","38,106,063",""
"2015","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","26,510,202",""
"2015","Norway","Passenger","Passengers on board (departures)","Total","Total transport","26,488,444",""
"2015","Norway","Passenger","Passengers carried","Total","Total transport","37,503,052",""
"2015","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","25,956,301",""
"2015","Norway","Passenger","Passengers carried (departures)","Total","Total transport","25,934,543",""
"2015","Switzerland","Passenger","Passengers on board","Total","Total transport","48,092,169",""
"2015","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","24,387,553",""
"2015","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","24,357,377",""
"2015","Switzerland","Passenger","Passengers carried","Total","Total transport","48,026,375",""
"2015","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","24,349,454",""
"2015","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","24,329,605",""
"2016","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport","976,062,487",""
"2016","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport","773,673,441",""
"2016","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport","772,125,039",""
"2016","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport","972,569,970",""
"2016","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport","770,857,147",""
"2016","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport","770,216,570",""
"2016","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","973,976,580",""
"2016","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","769,679,815",""
"2016","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","768,087,984",""
"2016","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","970,572,020",""
"2016","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","766,917,213",""
"2016","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","766,233,235",""
"2016","Belgium","Passenger","Passengers on board","Total","Total transport","30,207,135",""
"2016","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","15,120,701",""
"2016","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","15,089,187",""
"2016","Belgium","Passenger","Passengers carried","Total","Total transport","30,115,832",""
"2016","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","15,078,784",""
"2016","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","15,039,952",""
"2016","Czechia","Passenger","Passengers on board","Total","Total transport","13,830,127",""
"2016","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","6,915,020",""
"2016","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","6,915,107",""
"2016","Czechia","Passenger","Passengers carried","Total","Total transport","13,672,362",""
"2016","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","6,836,174",""
"2016","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","6,836,188",""
"2016","Denmark","Passenger","Passengers on board","Total","Total transport","32,869,476",""
"2016","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","17,312,383",""
"2016","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","17,271,301",""
"2016","Denmark","Passenger","Passengers carried","Total","Total transport","32,763,142",""
"2016","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","17,259,455",""
"2016","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","17,205,597",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","201,454,933",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","112,954,838",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","112,373,232",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","200,687,293",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","112,477,388",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","111,894,109",""
"2016","Estonia","Passenger","Passengers on board","Total","Total transport","2,215,791",""
"2016","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,090,595",""
"2016","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","1,125,280",""
"2016","Estonia","Passenger","Passengers carried","Total","Total transport","2,214,989",""
"2016","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","1,090,194",""
"2016","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","1,124,879",""
"2016","Ireland","Passenger","Passengers on board","Total","Total transport","32,689,407",""
"2016","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","16,330,074",""
"2016","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","16,411,108",""
"2016","Ireland","Passenger","Passengers carried","Total","Total transport","32,595,709",""
"2016","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","16,281,938",""
"2016","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","16,362,729",""
"2016","Greece","Passenger","Passengers on board","Total","Total transport","45,541,521",""
"2016","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","26,446,801",""
"2016","Greece","Passenger","Passengers on board (departures)","Total","Total transport","26,880,204",""
"2016","Greece","Passenger","Passengers carried","Total","Total transport","45,543,371",""
"2016","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","26,446,801",""
"2016","Greece","Passenger","Passengers carried (departures)","Total","Total transport","26,880,204",""
"2016","Spain","Passenger","Passengers on board","Total","Total transport","194,228,944",""
"2016","Spain","Passenger","Passengers on board (arrivals)","Total","Total transport","113,936,198",""
"2016","Spain","Passenger","Passengers on board (departures)","Total","Total transport","113,634,401",""
"2016","Spain","Passenger","Passengers carried","Total","Total transport","193,872,037",""
"2016","Spain","Passenger","Passengers carried (arrival)","Total","Total transport","113,562,889",""
"2016","Spain","Passenger","Passengers carried (departures)","Total","Total transport","113,655,972",""
"2016","France","Passenger","Passengers on board","Total","Total transport","146,102,956",""
"2016","France","Passenger","Passengers on board (arrivals)","Total","Total transport","87,491,993",""
"2016","France","Passenger","Passengers on board (departures)","Total","Total transport","87,293,421",""
"2016","France","Passenger","Passengers carried","Total","Total transport","145,280,602",""
"2016","France","Passenger","Passengers carried (arrival)","Total","Total transport","86,894,984",""
"2016","France","Passenger","Passengers carried (departures)","Total","Total transport","86,695,736",""
"2016","Italy","Passenger","Passengers on board","Total","Total transport","135,146,137",""
"2016","Italy","Passenger","Passengers on board (arrivals)","Total","Total transport","82,652,742",""
"2016","Italy","Passenger","Passengers on board (departures)","Total","Total transport","82,315,800",""
"2016","Italy","Passenger","Passengers carried","Total","Total transport","134,477,781",""
"2016","Italy","Passenger","Passengers carried (arrival)","Total","Total transport","81,972,880",""
"2016","Italy","Passenger","Passengers carried (departures)","Total","Total transport","82,201,440",""
"2016","Cyprus","Passenger","Passengers on board","Total","Total transport","9,101,111",""
"2016","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","4,560,508",""
"2016","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","4,542,358",""
"2016","Cyprus","Passenger","Passengers carried","Total","Total transport","8,961,817",""
"2016","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","4,489,416",""
"2016","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","4,472,401",""
"2016","Latvia","Passenger","Passengers on board","Total","Total transport","5,411,134",""
"2016","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","2,698,845",""
"2016","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","2,712,936",""
"2016","Latvia","Passenger","Passengers carried","Total","Total transport","5,384,160",""
"2016","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","2,698,845",""
"2016","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","2,685,962",""
"2016","Lithuania","Passenger","Passengers on board","Total","Total transport","4,793,541",""
"2016","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","2,400,946",""
"2016","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","2,392,943",""
"2016","Lithuania","Passenger","Passengers carried","Total","Total transport","4,787,561",""
"2016","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","2,397,923",""
"2016","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","2,389,920",""
"2016","Luxembourg","Passenger","Passengers on board","Total","Total transport","2,984,242",""
"2016","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","1,484,530",""
"2016","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","1,499,712",""
"2016","Luxembourg","Passenger","Passengers carried","Total","Total transport","2,984,242",""
"2016","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","1,484,530",""
"2016","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","1,499,712",""
"2016","Hungary","Passenger","Passengers on board","Total","Total transport","11,694,505",""
"2016","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","5,796,237",""
"2016","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","5,898,271",""
"2016","Hungary","Passenger","Passengers carried","Total","Total transport","11,660,366",""
"2016","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","5,779,297",""
"2016","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","5,881,072",""
"2016","Malta","Passenger","Passengers on board","Total","Total transport","5,080,446",""
"2016","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","2,542,098",""
"2016","Malta","Passenger","Passengers on board (departures)","Total","Total transport","2,538,348",""
"2016","Malta","Passenger","Passengers carried","Total","Total transport","5,080,446",""
"2016","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","2,542,098",""
"2016","Malta","Passenger","Passengers carried (departures)","Total","Total transport","2,538,348",""
"2016","Netherlands","Passenger","Passengers on board","Total","Total transport","70,622,839",""
"2016","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","35,248,944",""
"2016","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","35,376,604",""
"2016","Netherlands","Passenger","Passengers carried","Total","Total transport","70,317,995",""
"2016","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","35,095,099",""
"2016","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","35,223,141",""
"2016","Austria","Passenger","Passengers on board","Total","Total transport","27,382,263",""
"2016","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","13,900,836",""
"2016","Austria","Passenger","Passengers on board (departures)","Total","Total transport","14,000,667",""
"2016","Austria","Passenger","Passengers carried","Total","Total transport","27,181,511",""
"2016","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","13,794,577",""
"2016","Austria","Passenger","Passengers carried (departures)","Total","Total transport","13,894,550",""
"2016","Poland","Passenger","Passengers on board","Total","Total transport","32,341,649",""
"2016","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","17,052,820",""
"2016","Poland","Passenger","Passengers on board (departures)","Total","Total transport","17,050,850",""
"2016","Poland","Passenger","Passengers carried","Total","Total transport","32,266,861",""
"2016","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","16,997,104",""
"2016","Poland","Passenger","Passengers carried (departures)","Total","Total transport","17,016,779",""
"2016","Portugal","Passenger","Passengers on board","Total","Total transport","40,604,376",""
"2016","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","22,524,559",""
"2016","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","22,168,327",""
"2016","Portugal","Passenger","Passengers carried","Total","Total transport","40,930,044",""
"2016","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","22,820,016",""
"2016","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","22,431,352",""
"2016","Romania","Passenger","Passengers on board","Total","Total transport","15,215,421",""
"2016","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","7,965,778",""
"2016","Romania","Passenger","Passengers on board (departures)","Total","Total transport","8,064,879",""
"2016","Romania","Passenger","Passengers carried","Total","Total transport","15,153,719",""
"2016","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","7,934,939",""
"2016","Romania","Passenger","Passengers carried (departures)","Total","Total transport","8,032,280",""
"2016","Slovenia","Passenger","Passengers on board","Total","Total transport","1,405,510",""
"2016","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","701,608",""
"2016","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","703,902",""
"2016","Slovenia","Passenger","Passengers carried","Total","Total transport","1,404,152",""
"2016","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","700,250",""
"2016","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","703,902",""
"2016","Slovakia","Passenger","Passengers on board","Total","Total transport","2,201,980",""
"2016","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,111,773",""
"2016","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","1,115,021",""
"2016","Slovakia","Passenger","Passengers carried","Total","Total transport","2,158,261",""
"2016","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","1,085,765",""
"2016","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","1,095,435",""
"2016","Finland","Passenger","Passengers on board","Total","Total transport","18,097,108",""
"2016","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","10,371,024",""
"2016","Finland","Passenger","Passengers on board (departures)","Total","Total transport","10,410,251",""
"2016","Finland","Passenger","Passengers carried","Total","Total transport","18,099,954",""
"2016","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","10,371,024",""
"2016","Finland","Passenger","Passengers carried (departures)","Total","Total transport","10,410,251",""
"2016","Sweden","Passenger","Passengers on board","Total","Total transport","36,076,810",""
"2016","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","21,691,378",""
"2016","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","21,668,940",""
"2016","Sweden","Passenger","Passengers carried","Total","Total transport","35,952,558",""
"2016","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","21,605,060",""
"2016","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","21,580,143",""
"2016","United Kingdom","Passenger","Passengers on board","Total","Total transport","249,076,212",""
"2016","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","134,625,256",""
"2016","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","133,833,479",""
"2016","United Kingdom","Passenger","Passengers carried","Total","Total transport","248,868,873",""
"2016","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","134,501,400",""
"2016","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","133,712,801",""
"2016","Iceland","Passenger","Passengers on board","Total","Total transport","6,815,439",""
"2016","Iceland","Passenger","Passengers on board (arrivals)","Total","Total transport","3,410,167",""
"2016","Iceland","Passenger","Passengers on board (departures)","Total","Total transport","3,405,272",""
"2016","Iceland","Passenger","Passengers carried","Total","Total transport","6,801,814",""
"2016","Iceland","Passenger","Passengers carried (arrival)","Total","Total transport","3,403,266",""
"2016","Iceland","Passenger","Passengers carried (departures)","Total","Total transport","3,398,548",""
"2016","Norway","Passenger","Passengers on board","Total","Total transport","38,339,513",""
"2016","Norway","Passenger","Passengers on board (arrivals)","Total","Total transport","26,721,596",""
"2016","Norway","Passenger","Passengers on board (departures)","Total","Total transport","26,655,756",""
"2016","Norway","Passenger","Passengers carried","Total","Total transport","37,727,546",""
"2016","Norway","Passenger","Passengers carried (arrival)","Total","Total transport","26,157,285",""
"2016","Norway","Passenger","Passengers carried (departures)","Total","Total transport","26,091,445",""
"2016","Switzerland","Passenger","Passengers on board","Total","Total transport","50,566,487",""
"2016","Switzerland","Passenger","Passengers on board (arrivals)","Total","Total transport","25,659,217",""
"2016","Switzerland","Passenger","Passengers on board (departures)","Total","Total transport","25,642,555",""
"2016","Switzerland","Passenger","Passengers carried","Total","Total transport","50,505,492",""
"2016","Switzerland","Passenger","Passengers carried (arrival)","Total","Total transport","25,621,158",""
"2016","Switzerland","Passenger","Passengers carried (departures)","Total","Total transport","25,619,271",""
"2017","European Union - 28 countries","Passenger","Passengers on board","Total","Total transport","1,046,614,539",""
"2017","European Union - 28 countries","Passenger","Passengers on board (arrivals)","Total","Total transport","832,693,378",""
"2017","European Union - 28 countries","Passenger","Passengers on board (departures)","Total","Total transport","831,057,611",""
"2017","European Union - 28 countries","Passenger","Passengers carried","Total","Total transport","1,043,120,650",""
"2017","European Union - 28 countries","Passenger","Passengers carried (arrival)","Total","Total transport","829,912,933",""
"2017","European Union - 28 countries","Passenger","Passengers carried (departures)","Total","Total transport","829,014,585",""
"2017","European Union - 27 countries (2007-2013)","Passenger","Passengers on board","Total","Total transport","1,044,271,465",""
"2017","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (arrivals)","Total","Total transport","828,004,128",""
"2017","European Union - 27 countries (2007-2013)","Passenger","Passengers on board (departures)","Total","Total transport","826,315,777",""
"2017","European Union - 27 countries (2007-2013)","Passenger","Passengers carried","Total","Total transport","1,040,851,743",""
"2017","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (arrival)","Total","Total transport","825,271,507",""
"2017","European Union - 27 countries (2007-2013)","Passenger","Passengers carried (departures)","Total","Total transport","824,320,895",""
"2017","Belgium","Passenger","Passengers on board","Total","Total transport","33,277,829",""
"2017","Belgium","Passenger","Passengers on board (arrivals)","Total","Total transport","16,651,748",""
"2017","Belgium","Passenger","Passengers on board (departures)","Total","Total transport","16,627,864",""
"2017","Belgium","Passenger","Passengers carried","Total","Total transport","33,260,493",""
"2017","Belgium","Passenger","Passengers carried (arrival)","Total","Total transport","16,651,891",""
"2017","Belgium","Passenger","Passengers carried (departures)","Total","Total transport","16,610,403",""
"2017","Czechia","Passenger","Passengers on board","Total","Total transport","16,326,504",""
"2017","Czechia","Passenger","Passengers on board (arrivals)","Total","Total transport","8,167,512",""
"2017","Czechia","Passenger","Passengers on board (departures)","Total","Total transport","8,158,992",""
"2017","Czechia","Passenger","Passengers carried","Total","Total transport","16,245,554",""
"2017","Czechia","Passenger","Passengers carried (arrival)","Total","Total transport","8,127,063",""
"2017","Czechia","Passenger","Passengers carried (departures)","Total","Total transport","8,118,491",""
"2017","Denmark","Passenger","Passengers on board","Total","Total transport","33,332,139",""
"2017","Denmark","Passenger","Passengers on board (arrivals)","Total","Total transport","17,498,398",""
"2017","Denmark","Passenger","Passengers on board (departures)","Total","Total transport","17,452,113",""
"2017","Denmark","Passenger","Passengers carried","Total","Total transport","33,261,214",""
"2017","Denmark","Passenger","Passengers carried (arrival)","Total","Total transport","17,464,360",""
"2017","Denmark","Passenger","Passengers carried (departures)","Total","Total transport","17,411,024",""
"2017","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board","Total","Total transport","213,072,515",""
"2017","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (arrivals)","Total","Total transport","118,826,699",""
"2017","Germany (until 1990 former territory of the FRG)","Passenger","Passengers on board (departures)","Total","Total transport","118,034,112",""
"2017","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried","Total","Total transport","212,389,343",""
"2017","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (arrival)","Total","Total transport","118,408,828",""
"2017","Germany (until 1990 former territory of the FRG)","Passenger","Passengers carried (departures)","Total","Total transport","117,615,426",""
"2017","Estonia","Passenger","Passengers on board","Total","Total transport","2,636,856",""
"2017","Estonia","Passenger","Passengers on board (arrivals)","Total","Total transport","1,296,747",""
"2017","Estonia","Passenger","Passengers on board (departures)","Total","Total transport","1,340,109",""
"2017","Estonia","Passenger","Passengers carried","Total","Total transport","2,635,145",""
"2017","Estonia","Passenger","Passengers carried (arrival)","Total","Total transport","1,295,918",""
"2017","Estonia","Passenger","Passengers carried (departures)","Total","Total transport","1,339,227",""
"2017","Ireland","Passenger","Passengers on board","Total","Total transport","34,385,827",""
"2017","Ireland","Passenger","Passengers on board (arrivals)","Total","Total transport","17,187,955",""
"2017","Ireland","Passenger","Passengers on board (departures)","Total","Total transport","17,251,344",""
"2017","Ireland","Passenger","Passengers carried","Total","Total transport","34,271,771",""
"2017","Ireland","Passenger","Passengers carried (arrival)","Total","Total transport","17,130,268",""
"2017","Ireland","Passenger","Passengers carried (departures)","Total","Total transport","17,193,153",""
"2017","Greece","Passenger","Passengers on board","Total","Total transport","50,169,361",""
"2017","Greece","Passenger","Passengers on board (arrivals)","Total","Total transport","29,004,836",""
"2017","Greece","Passenger","Passengers on board (departures)","Total","Total transport","29,324,685",""
"2017","Greece","Passenger","Passengers carried","Total","Total transport","50,170,728",""
"2017","Greece","Passenger","Passengers carried (arrival)","Total","Total transport","29,004,240",""
"2017","Greece","Passenger","Passengers carried (departures)","Total","Total transport","29,323,046",""
"2017","Spain","Passenger","Passengers on board","Total","Total transport","210,158,445",""
